datetime,hs,direction,tz,tp,temperature,h_onethird,hmax,tav
2023-09-04 16:30:00+00,0.83,270,4.5,6.7,29.6,0.74,1.2,4.8
2023-09-04 17:00:00+00,0.86,280,4.5,5.9,29.6,0.76,1.13,4.9
2023-09-04 17:30:00+00,0.81,274,4.4,6.2,29.6,0.73,1.18,4.8
2023-09-04 18:00:00+00,0.81,271,4.5,6.2,29.6,0.67,1.04,4.8
2023-09-04 18:30:00+00,0.79,270,4.4,6.7,29.6,0.71,1.13,4.8
2023-09-04 19:00:00+00,0.77,277,4.4,6.2,29.6,0.75,1.06,4.9
2023-09-04 19:30:00+00,0.77,277,4.4,6.2,29.6,0.64,1.1,4.8
2023-09-04 20:00:00+00,0.79,273,4.6,6.2,29.55,0.63,1.13,4.9
2023-09-04 20:30:00+00,0.71,271,4.4,5.9,29.55,0.66,1.14,4.8
2023-09-04 21:00:00+00,0.69,271,4.5,5.9,29.55,0.64,1.03,4.9
2023-09-04 21:30:00+00,0.72,270,4.6,7.1,29.55,0.56,0.94,4.7
2023-09-04 22:00:00+00,0.71,270,4.6,6.2,29.55,0.59,0.91,4.9
2023-09-04 22:30:00+00,0.6,271,4.3,6.7,29.55,0.61,0.88,5.1
2023-09-04 23:00:00+00,0.64,269,4.5,6.7,29.55,0.57,1.01,5
2023-09-04 23:30:00+00,0.64,271,4.8,7.7,29.55,0.51,0.91,5
2023-09-05 00:00:00+00,0.6,277,4.8,7.1,29.55,0.56,0.83,5.3
2023-09-05 00:30:00+00,0.57,277,4.7,7.7,29.55,0.53,0.97,5.2
2023-09-05 01:00:00+00,0.61,274,4.9,7.7,29.55,0.55,1.01,5.4
2023-09-05 01:30:00+00,0.58,271,5,6.7,29.55,0.55,1.1,5.3
2023-09-05 02:00:00+00,0.61,277,5.3,8.3,29.55,0.57,0.97,5.7
2023-09-05 02:30:00+00,0.56,271,4.9,7.1,29.55,0.58,1.13,5.7
2023-09-05 03:00:00+00,0.62,277,5.3,7.7,29.55,0.61,0.98,5.6
2023-09-05 03:30:00+00,0.62,278,5.4,8.3,29.55,0.58,1.09,5.3
2023-09-05 04:00:00+00,0.64,277,5.2,7.7,29.55,0.6,1.21,5.6
2023-09-05 04:30:00+00,0.6,283,4.8,7.7,29.5,0.6,0.99,5.5
2023-09-05 05:00:00+00,0.65,278,5.2,7.1,29.5,0.6,1.04,5.6
2023-09-05 05:30:00+00,0.66,280,5.2,7.7,29.5,0.62,0.95,5.8
2023-09-05 06:00:00+00,0.63,283,5.3,7.1,29.55,0.64,1,5.8
2023-09-05 06:30:00+00,0.67,278,5.4,7.7,29.55,0.6,1.13,5.7
2023-09-05 07:00:00+00,0.67,278,5.3,7.7,29.65,0.59,0.9,5.8
2023-09-05 07:30:00+00,0.66,281,5.4,6.7,29.8,0.62,0.93,5.7
2023-09-05 08:00:00+00,0.62,280,5.6,7.1,30,0.58,0.86,5.8
2023-09-05 08:30:00+00,0.66,274,5.5,6.7,30.1,0.56,0.87,5.7
2023-09-05 09:00:00+00,0.63,276,5.5,6.2,30.15,0.55,0.86,5.5
2023-09-05 09:30:00+00,0.6,276,5.3,7.1,30.15,0.49,0.78,5.4
2023-09-05 10:00:00+00,0.56,271,5.3,5.9,30.25,0.47,0.84,5.6
2023-09-05 10:30:00+00,0.51,274,5.1,6.2,30.25,0.47,0.7,5.4
2023-09-05 11:00:00+00,0.49,278,5.3,6.7,30.3,0.48,0.83,5.5
2023-09-05 11:30:00+00,0.5,274,5.3,7.1,30.25,0.48,0.81,5.5
2023-09-05 12:00:00+00,0.48,270,5.1,6.2,30.2,0.49,0.76,5.1
2023-09-05 12:30:00+00,0.5,276,5.2,7.1,30.2,0.46,0.71,5.1
2023-09-05 13:00:00+00,0.51,273,4.9,6.2,30.15,0.49,0.83,4.9
2023-09-05 13:30:00+00,0.49,273,4.6,5.9,30.1,0.47,0.9,4.5
2023-09-05 14:00:00+00,0.52,273,4.4,6.7,30.15,0.49,0.85,4.3
2023-09-05 14:30:00+00,0.51,270,4,7.1,30.05,0.47,0.75,4.1
2023-09-05 15:00:00+00,0.55,276,3.9,6.7,30,0.49,0.96,4
2023-09-05 15:30:00+00,0.52,267,3.6,6.7,29.95,0.5,0.86,4
2023-09-05 16:00:00+00,0.57,270,3.7,7.1,29.9,0.5,0.83,3.9
2023-09-05 16:30:00+00,0.57,270,3.5,6.7,29.85,0.48,0.84,3.7
2023-09-05 17:00:00+00,0.55,271,3.5,6.7,29.85,0.48,1.01,3.5
2023-09-05 17:30:00+00,0.54,271,3.4,6.7,29.8,0.52,0.9,3.7
2023-09-05 18:00:00+00,0.58,276,3.4,5.9,29.8,0.52,0.82,3.8
2023-09-05 18:30:00+00,0.6,278,3.4,6.7,29.75,0.52,0.99,3.7
2023-09-05 19:00:00+00,0.61,277,3.4,6.7,29.7,0.49,0.8,3.6
2023-09-05 19:30:00+00,0.59,284,3.4,6.7,29.65,0.52,0.91,3.6
2023-09-05 20:00:00+00,0.56,273,3.4,6.7,29.65,0.52,0.88,3.5
2023-09-05 20:30:00+00,0.58,273,3.3,6.7,29.65,0.51,0.97,3.5
2023-09-05 21:00:00+00,0.6,278,3.3,7.1,29.65,0.54,0.93,3.3
2023-09-05 21:30:00+00,0.59,281,3.3,6.2,29.6,0.55,0.97,3.4
2023-09-05 22:00:00+00,0.62,359,3.1,3.2,29.6,0.56,1.12,3.4
2023-09-05 22:30:00+00,0.63,278,3.2,6.2,29.6,0.53,0.95,3.4
2023-09-05 23:00:00+00,0.65,11,3.2,3.3,29.55,0.48,0.99,3.5
2023-09-05 23:30:00+00,0.61,11,3.2,3.4,29.55,0.45,0.77,3.5
2023-09-06 00:00:00+00,0.55,17,3.1,3.3,29.6,0.43,0.73,3.6
2023-09-06 00:30:00+00,0.52,274,3.3,6.2,29.55,0.4,0.74,3.9
2023-09-06 01:00:00+00,0.5,267,3.4,6.2,29.6,0.39,0.66,4
2023-09-06 01:30:00+00,0.45,270,3.7,6.7,29.6,0.35,0.62,4
2023-09-06 02:00:00+00,0.43,270,3.7,6.7,29.6,0.34,0.57,4.2
2023-09-06 02:30:00+00,0.38,273,3.7,5.9,29.6,0.32,0.49,4.2
2023-09-06 03:00:00+00,0.38,278,3.8,6.2,29.65,0.31,0.5,4.1
2023-09-06 03:30:00+00,0.36,270,3.8,6.2,29.65,0.3,0.48,4
2023-09-06 04:00:00+00,0.34,271,3.6,6.2,29.65,0.29,0.42,4.3
2023-09-06 04:30:00+00,0.33,273,3.6,5.9,29.65,0.29,0.52,4.6
2023-09-06 05:00:00+00,0.31,271,3.8,6.2,29.65,0.27,0.42,4.3
2023-09-06 05:30:00+00,0.31,274,4.1,5.9,29.7,0.27,0.47,4.3
2023-09-06 06:00:00+00,0.3,271,4,6.2,29.7,0.28,0.45,4.1
2023-09-06 06:30:00+00,0.31,274,4,5.9,29.7,0.28,0.53,4.3
2023-09-06 07:00:00+00,0.3,276,3.9,6.2,29.8,0.29,0.52,4.2
2023-09-06 07:30:00+00,0.31,276,4,5.6,29.9,0.27,0.47,4.2
2023-09-06 08:00:00+00,0.32,269,3.8,5.3,29.9,0.29,0.56,4.1
2023-09-06 08:30:00+00,0.31,273,3.8,6.2,29.9,0.3,0.53,4
2023-09-06 09:00:00+00,0.31,277,3.9,5.9,29.9,0.29,0.53,3.8
2023-09-06 09:30:00+00,0.33,274,3.7,5.9,30,0.31,0.61,3.7
2023-09-06 10:00:00+00,0.32,274,3.4,5.9,30.05,0.31,0.62,3.6
2023-09-06 10:30:00+00,0.34,283,3.3,5.6,30.05,0.35,0.74,3.2
2023-09-06 11:00:00+00,0.36,283,3.1,5.9,30.05,0.36,0.69,3.1
2023-09-06 11:30:00+00,0.4,350,3,3.3,30.05,0.4,0.75,3.1
2023-09-06 12:00:00+00,0.42,288,2.8,5.9,30.05,0.42,0.68,2.9
2023-09-06 12:30:00+00,0.47,345,2.8,3.4,30,0.46,0.81,3
2023-09-06 13:00:00+00,0.5,352,2.8,3.3,30,0.51,0.96,3.1
2023-09-06 13:30:00+00,0.54,357,2.8,3.2,29.95,0.53,1.04,3.1
2023-09-06 14:00:00+00,0.59,0,2.9,3.1,29.9,0.55,1.04,3.1
2023-09-06 14:30:00+00,0.61,1,2.9,3.4,29.9,0.59,1,3.1
2023-09-06 15:00:00+00,0.64,350,2.9,3.6,29.85,0.58,1.08,3.3
2023-09-06 15:30:00+00,0.67,1,3,3.4,29.8,0.6,1.07,3.3
2023-09-06 16:00:00+00,0.68,354,3.1,3.7,29.75,0.62,1.16,3.2
2023-09-06 16:30:00+00,0.71,359,3.1,3.6,29.7,0.6,1.05,3.2
2023-09-06 17:00:00+00,0.71,3,3.1,3.6,29.7,0.59,1.07,3.2
2023-09-06 17:30:00+00,0.68,8,3,3.7,29.65,0.62,1.04,3.2
2023-09-06 18:00:00+00,0.69,357,3.1,3.8,29.65,0.59,1.19,3.1
2023-09-06 18:30:00+00,0.71,357,3.1,3.8,29.65,0.56,1.13,3.3
2023-09-06 19:00:00+00,0.68,8,3.1,3.7,29.65,0.55,0.97,3.2
2023-09-06 19:30:00+00,0.62,7,3,3.7,29.65,0.49,0.98,3.1
2023-09-06 20:00:00+00,0.63,7,3,3.6,29.65,0.48,0.87,3
2023-09-06 20:30:00+00,0.57,8,2.9,3.6,29.65,0.48,0.9,3
2023-09-06 21:00:00+00,0.56,4,3,3.6,29.65,0.45,0.8,3.1
2023-09-06 21:30:00+00,0.55,4,2.8,3.7,29.65,0.41,0.68,3
2023-09-06 22:00:00+00,0.53,357,2.9,3.7,29.7,0.42,0.72,2.9
2023-09-06 22:30:00+00,0.49,7,2.8,3.6,29.7,0.42,0.76,2.8
2023-09-06 23:00:00+00,0.5,3,2.8,3.6,29.65,0.4,0.73,2.9
2023-09-06 23:30:00+00,0.51,3,2.8,3.6,29.7,0.42,0.77,2.9
2023-09-07 00:00:00+00,0.47,14,2.8,3.1,29.7,0.39,0.74,2.8
2023-09-07 00:30:00+00,0.49,359,2.8,3.3,29.7,0.39,0.69,3
2023-09-07 01:00:00+00,0.46,6,2.7,3.4,29.65,0.4,0.86,2.9
2023-09-07 01:30:00+00,0.46,1,2.8,3.4,29.65,0.39,0.79,2.9
2023-09-07 02:00:00+00,0.47,359,2.7,3.2,29.65,0.37,0.64,3
2023-09-07 02:30:00+00,0.46,359,2.7,3.4,29.65,0.35,0.69,3
2023-09-07 03:00:00+00,0.43,357,2.8,3.4,29.65,0.33,0.59,3.2
2023-09-07 03:30:00+00,0.41,0,2.8,3.3,29.65,0.3,0.49,3.2
2023-09-07 04:00:00+00,0.37,347,2.9,3.6,29.7,0.29,0.65,3.3
2023-09-07 04:30:00+00,0.35,356,3,3.3,29.7,0.29,0.62,3.4
2023-09-07 05:00:00+00,0.33,342,3.1,3.3,29.7,0.26,0.48,3.4
2023-09-07 05:30:00+00,0.31,338,3.1,3.6,29.75,0.25,0.45,3.5
2023-09-07 06:00:00+00,0.29,329,3.1,3.6,29.75,0.23,0.44,3.6
2023-09-07 06:30:00+00,0.28,330,3.2,3.6,29.8,0.22,0.36,3.5
2023-09-07 07:00:00+00,0.27,338,3.2,3.4,29.85,0.23,0.46,3.5
2023-09-07 07:30:00+00,0.25,336,3.2,3.4,30,0.23,0.34,3.5
2023-09-07 08:00:00+00,0.26,326,3.3,3.4,30.2,0.22,0.33,3.5
2023-09-07 08:30:00+00,0.26,339,3.2,3.2,30.3,0.22,0.35,3.3
2023-09-07 09:00:00+00,0.25,330,3.3,3.3,30.2,0.22,0.37,3.2
2023-09-07 09:30:00+00,0.26,326,3.1,3.2,30.25,0.22,0.37,2.9
2023-09-07 10:00:00+00,0.25,325,2.9,2.9,30.25,0.24,0.42,2.8
2023-09-07 10:30:00+00,0.26,326,2.6,3,30.3,0.24,0.41,2.7
2023-09-07 11:00:00+00,0.28,323,2.5,3.1,30.35,0.26,0.44,2.7
2023-09-07 11:30:00+00,0.29,333,2.5,3.1,30.4,0.28,0.57,2.7
2023-09-07 12:00:00+00,0.31,333,2.5,3,30.4,0.28,0.48,2.7
2023-09-07 12:30:00+00,0.33,326,2.5,2.9,30.4,0.28,0.46,2.8
2023-09-07 13:00:00+00,0.33,325,2.5,2.8,30.45,0.29,0.52,2.8
2023-09-07 13:30:00+00,0.34,323,2.6,2.9,30.45,0.31,0.55,2.9
2023-09-07 14:00:00+00,0.35,314,2.6,2.7,30.45,0.31,0.64,2.9
2023-09-07 14:30:00+00,0.37,326,2.7,3,30.4,0.32,0.68,2.9
2023-09-07 15:00:00+00,0.36,325,2.7,3,30.35,0.31,0.63,3
2023-09-07 15:30:00+00,0.38,338,2.8,3.1,30.35,0.3,0.58,3
2023-09-07 16:00:00+00,0.36,329,2.8,2.9,30.3,0.31,0.69,2.9
2023-09-07 16:30:00+00,0.35,347,2.8,3.1,30.25,0.29,0.54,3.1
2023-09-07 17:00:00+00,0.36,343,2.8,2.8,30.25,0.26,0.46,3.1
2023-09-07 17:30:00+00,0.34,339,2.9,4,30.2,0.26,0.42,3.2
2023-09-07 18:00:00+00,0.31,343,2.9,4,30.15,0.24,0.45,3.1
2023-09-07 18:30:00+00,0.3,350,2.9,3.8,30.1,0.23,0.4,3.2
2023-09-07 19:00:00+00,0.27,339,2.8,3.8,30.1,0.23,0.39,3.2
2023-09-07 19:30:00+00,0.27,332,2.9,3.8,30.05,0.21,0.43,3.2
2023-09-07 20:00:00+00,0.27,342,2.9,3.8,30,0.21,0.35,3.3
2023-09-07 20:30:00+00,0.24,339,2.9,3.6,29.95,0.21,0.35,3.3
2023-09-07 21:00:00+00,0.24,329,2.9,4,29.9,0.2,0.37,3.3
2023-09-07 21:30:00+00,0.25,347,2.9,3.7,29.9,0.19,0.42,3.2
2023-09-07 22:00:00+00,0.23,340,3,3.8,29.85,0.2,0.34,3
2023-09-07 22:30:00+00,0.22,274,2.9,6.7,29.85,0.2,0.32,2.8
2023-09-07 23:00:00+00,0.23,332,2.7,3.4,29.8,0.19,0.31,2.8
2023-09-07 23:30:00+00,0.23,336,2.5,3.7,29.75,0.19,0.33,2.9
2023-09-08 00:00:00+00,0.23,20,2.5,1.8,29.75,0.18,0.33,2.9
2023-09-08 00:30:00+00,0.23,330,2.6,3.8,29.75,0.17,0.3,2.9
2023-09-08 01:00:00+00,0.22,333,2.5,3.6,29.75,0.17,0.29,2.9
2023-09-08 01:30:00+00,0.21,342,2.6,3.6,29.7,0.18,0.28,3.2
2023-09-08 02:00:00+00,0.2,338,2.7,3.3,29.7,0.17,0.31,3
2023-09-08 02:30:00+00,0.21,340,2.8,3.7,29.75,0.16,0.27,3
2023-09-08 03:00:00+00,0.19,332,2.7,3.3,29.65,0.16,0.31,3
2023-09-08 03:30:00+00,0.19,332,2.7,3.3,29.65,0.16,0.27,2.7
2023-09-08 04:00:00+00,0.19,329,2.6,3.6,29.7,0.19,0.45,2.6
2023-09-08 04:30:00+00,0.2,0,2.4,1.7,29.7,0.25,0.51,2.5
2023-09-08 05:00:00+00,0.24,345,2.4,2.3,29.7,0.3,0.53,2.6
2023-09-08 05:30:00+00,0.3,352,2.4,2.1,29.7,0.31,0.58,2.8
2023-09-08 06:00:00+00,0.37,350,2.5,3.1,29.65,0.29,0.48,2.8
2023-09-08 06:30:00+00,0.36,0,2.6,2.9,29.65,0.24,0.38,2.7
2023-09-08 07:00:00+00,0.33,359,2.6,3.1,29.65,0.21,0.34,2.8
2023-09-08 07:30:00+00,0.28,359,2.6,3,29.7,0.2,0.39,2.8
2023-09-08 08:00:00+00,0.25,356,2.6,2.8,29.7,0.19,0.38,2.8
2023-09-08 08:30:00+00,0.24,354,2.6,2.8,29.75,0.17,0.36,2.8
2023-09-08 09:00:00+00,0.22,352,2.6,3.1,29.75,0.18,0.34,2.9
2023-09-08 09:30:00+00,0.2,352,2.6,2.8,29.8,0.19,0.32,3
2023-09-08 10:00:00+00,0.21,357,2.6,2.8,29.9,0.19,0.45,2.9
2023-09-08 10:30:00+00,0.22,354,2.7,2.9,29.95,0.2,0.35,3
2023-09-08 11:00:00+00,0.22,347,2.7,3,30.05,0.2,0.32,2.8
2023-09-08 11:30:00+00,0.23,267,2.6,7.1,30.15,0.25,0.49,2.6
2023-09-08 12:00:00+00,0.24,345,2.5,3.1,30.2,0.25,0.39,2.4
2023-09-08 12:30:00+00,0.3,349,2.4,2.9,30.15,0.26,0.5,2.4
2023-09-08 13:00:00+00,0.32,339,2.3,2,30.1,0.3,0.61,2.4
2023-09-08 13:30:00+00,0.32,339,2.3,2,30.1,0.32,0.57,2.5
2023-09-08 14:00:00+00,0.37,353,2.3,2.4,30.05,0.32,0.62,2.6
2023-09-08 14:30:00+00,0.38,357,2.4,2.9,30,0.34,0.55,2.6
2023-09-08 15:00:00+00,0.39,352,2.5,2.8,29.95,0.36,0.64,2.6
2023-09-08 15:30:00+00,0.4,359,2.5,2.8,29.85,0.36,0.61,2.7
2023-09-08 16:00:00+00,0.43,1,2.5,2.9,29.8,0.36,0.78,2.7
2023-09-08 16:30:00+00,0.43,1,2.5,2.9,29.75,0.38,0.76,2.7
2023-09-08 17:00:00+00,0.43,4,2.6,3,29.65,0.36,0.65,2.8
2023-09-08 17:30:00+00,0.45,1,2.6,3,29.65,0.36,0.66,2.8
2023-09-08 18:00:00+00,0.42,3,2.6,3.2,29.6,0.37,0.81,2.8
2023-09-08 18:30:00+00,0.43,4,2.6,3,29.55,0.36,0.6,2.7
2023-09-08 19:00:00+00,0.45,0,2.6,3.1,29.55,0.36,0.75,2.8
2023-09-08 19:30:00+00,0.41,7,2.5,3.2,29.55,0.31,0.69,2.8
2023-09-08 20:00:00+00,0.44,357,2.7,3.3,29.5,0.27,0.48,2.9
2023-09-08 20:30:00+00,0.35,0,2.7,2.9,29.5,0.26,0.43,2.6
2023-09-08 21:00:00+00,0.32,352,2.7,3.6,29.5,0.26,0.48,2.7
2023-09-08 21:30:00+00,0.31,353,2.5,3.2,29.5,0.27,0.45,2.5
2023-09-08 22:00:00+00,0.31,169,2.5,2.3,29.45,0.31,0.58,2.5
2023-09-08 22:30:00+00,0.33,345,2.4,3.3,29.45,0.34,0.64,2.6
2023-09-08 23:00:00+00,0.37,255,2.4,2.3,29.45,0.37,0.67,2.7
2023-09-08 23:30:00+00,0.39,280,2.4,2.9,29.45,0.39,0.65,2.7
2023-09-09 00:00:00+00,0.43,270,2.6,2.9,29.45,0.4,0.85,2.8
2023-09-09 00:30:00+00,0.46,291,2.7,3.1,29.45,0.41,0.78,2.8
2023-09-09 01:00:00+00,0.46,290,2.7,3.3,29.4,0.37,0.78,2.8
2023-09-09 01:30:00+00,0.5,277,2.8,3.2,29.4,0.37,0.67,2.9
2023-09-09 02:00:00+00,0.44,273,2.7,3.4,29.4,0.35,0.66,2.9
2023-09-09 02:30:00+00,0.43,269,2.7,3.3,29.35,0.36,0.81,2.9
2023-09-09 03:00:00+00,0.41,263,2.7,3.3,29.35,0.35,0.58,2.9
2023-09-09 03:30:00+00,0.42,264,2.8,3.1,29.3,0.39,0.66,3
2023-09-09 04:00:00+00,0.41,267,2.7,3.4,29.3,0.38,0.75,2.9
2023-09-09 04:30:00+00,0.45,264,2.8,3.3,29.3,0.37,0.74,3
2023-09-09 05:00:00+00,0.44,253,2.8,3.6,29.3,0.38,0.72,2.9
2023-09-09 05:30:00+00,0.43,248,2.8,3.7,29.25,0.39,0.73,2.9
2023-09-09 06:00:00+00,0.45,253,2.7,3.4,29.25,0.39,0.68,2.9
2023-09-09 06:30:00+00,0.46,253,2.8,3.6,29.3,0.37,0.64,2.8
2023-09-09 07:00:00+00,0.45,246,2.8,3.7,29.3,0.36,0.69,2.9
2023-09-09 07:30:00+00,0.45,256,2.7,3.3,29.3,0.34,0.59,2.9
2023-09-09 08:00:00+00,0.43,245,2.7,3.6,29.3,0.37,0.64,2.9
2023-09-09 08:30:00+00,0.4,236,2.7,3.8,29.35,0.37,0.59,2.9
2023-09-09 09:00:00+00,0.43,246,2.7,3.4,29.35,0.41,0.86,3
2023-09-09 09:30:00+00,0.44,245,2.7,3.4,29.35,0.45,0.78,3.1
2023-09-09 10:00:00+00,0.48,250,2.8,3.6,29.4,0.47,0.94,3.2
2023-09-09 10:30:00+00,0.53,243,2.9,3.8,29.4,0.48,0.87,3.2
2023-09-09 11:00:00+00,0.55,238,2.9,4,29.4,0.5,0.88,3.2
2023-09-09 11:30:00+00,0.58,245,3,3.3,29.45,0.52,0.85,3.4
2023-09-09 12:00:00+00,0.57,232,3,4.5,29.45,0.5,1.07,3.2
2023-09-09 12:30:00+00,0.6,235,3.2,5.6,29.45,0.51,0.96,3.2
2023-09-09 13:00:00+00,0.59,235,3.1,5,29.45,0.52,0.94,3.3
2023-09-09 13:30:00+00,0.58,235,3,5,29.45,0.47,0.92,3.3
2023-09-09 14:00:00+00,0.61,266,3.1,3.4,29.45,0.47,0.76,3.2
2023-09-09 14:30:00+00,0.53,255,3.1,3.6,29.45,0.48,0.91,3.2
2023-09-09 15:00:00+00,0.53,250,3,3.6,29.4,0.46,0.95,3.2
2023-09-09 15:30:00+00,0.55,264,3,3.6,29.45,0.47,0.9,3.2
2023-09-09 16:00:00+00,0.53,248,3,3.3,29.5,0.46,0.74,3.1
2023-09-09 16:30:00+00,0.53,243,3,3.6,29.5,0.45,0.96,3.1
2023-09-09 17:00:00+00,0.51,253,3,3.6,29.5,0.45,0.73,3.1
2023-09-09 17:30:00+00,0.51,252,3,3.7,29.5,0.46,0.98,3.3
2023-09-09 18:00:00+00,0.52,255,2.9,3.3,29.45,0.46,0.95,3.2
2023-09-09 18:30:00+00,0.53,263,3.1,3.7,29.5,0.48,0.88,3.3
2023-09-09 19:00:00+00,0.52,257,3,3.7,29.45,0.51,0.93,3.3
2023-09-09 19:30:00+00,0.53,267,3.1,4,29.45,0.52,1.04,3.3
2023-09-09 20:00:00+00,0.58,267,3.1,3.6,29.45,0.52,0.92,3.3
2023-09-09 20:30:00+00,0.58,273,3.1,3.8,29.45,0.51,1,3.3
2023-09-09 21:00:00+00,0.58,266,3.1,4,29.45,0.53,0.92,3.4
2023-09-09 21:30:00+00,0.59,269,3.1,3.6,29.45,0.55,0.9,3.3
2023-09-09 22:00:00+00,0.6,267,3.1,3.7,29.5,0.52,0.91,3.4
2023-09-09 22:30:00+00,0.63,277,3.1,3.8,29.5,0.54,1,3.5
2023-09-09 23:00:00+00,0.59,283,3.1,4.2,29.5,0.53,1.08,3.5
2023-09-09 23:30:00+00,0.6,294,3.2,4.2,29.45,0.54,0.93,3.5
2023-09-10 00:00:00+00,0.59,288,3.3,4.2,29.45,0.5,0.81,3.4
2023-09-10 00:30:00+00,0.61,291,3.4,4.3,29.45,0.5,0.93,3.5
2023-09-10 01:00:00+00,0.57,302,3.3,4.2,29.45,0.52,0.85,3.5
2023-09-10 01:30:00+00,0.59,281,3.3,4,29.45,0.51,0.8,3.6
2023-09-10 02:00:00+00,0.59,281,3.3,4,29.45,0.5,0.79,3.5
2023-09-10 02:30:00+00,0.57,269,3.3,3.8,29.4,0.52,0.83,3.7
2023-09-10 03:00:00+00,0.56,302,3.4,4.3,29.45,0.49,0.93,3.6
2023-09-10 03:30:00+00,0.57,285,3.4,4.2,29.45,0.51,0.92,3.7
2023-09-10 04:00:00+00,0.54,287,3.4,4.2,29.45,0.48,0.85,3.7
2023-09-10 04:30:00+00,0.55,292,3.5,4.2,29.4,0.51,0.95,3.6
2023-09-10 05:00:00+00,0.54,301,3.5,4.2,29.4,0.56,0.96,3.7
2023-09-10 05:30:00+00,0.57,285,3.4,4.2,29.4,0.58,1.12,3.6
2023-09-10 06:00:00+00,0.62,295,3.4,4.3,29.4,0.61,1.05,3.8
2023-09-10 06:30:00+00,0.66,328,3.4,5.3,29.35,0.64,1.19,3.7
2023-09-10 07:00:00+00,0.67,316,3.5,5,29.35,0.65,1.16,3.9
2023-09-10 07:30:00+00,0.72,315,3.5,5,29.35,0.66,1.18,3.8
2023-09-10 08:00:00+00,0.72,316,3.6,5,29.25,0.67,0.99,4
2023-09-10 08:30:00+00,0.75,312,3.6,5,29.2,0.66,1.19,3.7
2023-09-10 09:00:00+00,0.74,321,3.6,5.6,29.25,0.66,1.22,3.8
2023-09-10 09:30:00+00,0.73,318,3.5,5.3,29.25,0.64,1.13,3.7
2023-09-10 10:00:00+00,0.73,314,3.5,5.3,29.25,0.65,1.04,3.7
2023-09-10 10:30:00+00,0.7,315,3.4,5.3,29.25,0.63,1.26,3.6
2023-09-10 11:00:00+00,0.73,311,3.4,5,29.3,0.61,1.02,3.7
2023-09-10 11:30:00+00,0.73,321,3.4,5,29.3,0.61,0.91,3.4
2023-09-10 12:00:00+00,0.69,315,3.4,4.8,29.3,0.58,1.25,3.5
2023-09-10 12:30:00+00,0.69,315,3.3,5,29.3,0.59,1.06,3.6
2023-09-10 13:00:00+00,0.67,311,3.3,5,29.35,0.59,1.05,3.5
2023-09-10 13:30:00+00,0.67,308,3.4,5,29.35,0.6,1.02,3.6
2023-09-10 14:00:00+00,0.67,308,3.3,5,29.3,0.62,1.14,3.7
2023-09-10 14:30:00+00,0.69,318,3.4,5,29.35,0.6,1.09,3.7
2023-09-10 15:00:00+00,0.7,309,3.5,5.3,29.35,0.57,1.09,3.7
2023-09-10 15:30:00+00,0.67,304,3.4,5,29.35,0.59,1.06,3.7
2023-09-10 16:00:00+00,0.63,311,3.5,5,29.35,0.58,1.11,3.7
2023-09-10 16:30:00+00,0.68,301,3.6,5,29.3,0.6,0.98,3.8
2023-09-10 17:00:00+00,0.64,302,3.5,4.5,29.3,0.58,0.89,3.8
2023-09-10 17:30:00+00,0.66,311,3.6,5,29.3,0.57,0.89,3.8
2023-09-10 18:00:00+00,0.64,304,3.7,5,29.3,0.56,0.96,3.8
2023-09-10 18:30:00+00,0.65,304,3.6,5.3,29.3,0.59,0.96,3.9
2023-09-10 19:00:00+00,0.61,307,3.6,5.3,29.3,0.58,0.96,4
2023-09-10 19:30:00+00,0.64,300,3.8,5,29.3,0.53,1.06,3.9
2023-09-10 20:00:00+00,0.64,290,3.8,5,29.3,0.54,1.06,3.8
2023-09-10 20:30:00+00,0.61,300,3.7,5.3,29.3,0.57,0.93,4
2023-09-10 21:00:00+00,0.59,294,3.7,4.5,29.3,0.58,1.32,4.1
2023-09-10 21:30:00+00,0.62,288,3.8,5,29.35,0.59,1.18,4.1
2023-09-10 22:00:00+00,0.65,300,3.9,5.3,29.35,0.59,0.98,4.1
2023-09-10 22:30:00+00,0.66,300,3.9,5.9,29.3,0.6,1.3,4.2
2023-09-10 23:00:00+00,0.65,295,3.9,5,29.3,0.61,1.13,4.2
2023-09-10 23:30:00+00,0.69,292,4,6.2,29.3,0.65,1.25,4.4
2023-09-11 00:00:00+00,0.66,302,4,5.3,29.3,0.61,0.93,4.3
2023-09-11 00:30:00+00,0.71,294,4.2,5.6,29.3,0.6,1.09,4.4
2023-09-11 01:00:00+00,0.69,295,4.2,5.6,29.25,0.59,1.1,4.3
2023-09-11 01:30:00+00,0.67,292,4.2,5,29.25,0.57,1.14,4.5
2023-09-11 02:00:00+00,0.64,291,4.1,5.3,29.3,0.58,0.94,4.3
2023-09-11 02:30:00+00,0.62,291,4.1,5.6,29.25,0.56,0.95,4.4
2023-09-11 03:00:00+00,0.62,298,4.1,5,29.25,0.53,0.89,4.2
2023-09-11 03:30:00+00,0.61,291,4.1,5.9,29.3,0.56,0.94,4.3
2023-09-11 04:00:00+00,0.59,301,4,4.3,29.25,0.57,1.01,4.5
2023-09-11 04:30:00+00,0.62,301,4.2,5.3,29.25,0.53,0.91,4.4
2023-09-11 05:00:00+00,0.61,294,4.3,5.6,29.25,0.53,0.88,4.4
2023-09-11 05:30:00+00,0.58,295,4.3,5.6,29.25,0.56,0.96,4.6
