datetime,hs,direction,tz,tp,temperature,h_onethird,hmax,tav
2021-08-04 12:45:00+00,0.52,267,3.2,5.9,31,0.44,0.87,3.4
2021-08-04 13:15:00+00,0.49,273,3.1,5.9,30.9,0.43,1.02,3.6
2021-08-04 13:45:00+00,0.55,269,3.2,5.9,30.85,0.47,0.86,3.5
2021-08-04 14:15:00+00,0.51,267,3.1,5.6,30.8,0.43,0.71,3.3
2021-08-04 14:45:00+00,0.53,263,3.4,6.2,30.75,0.46,0.78,3.5
2021-08-04 15:15:00+00,0.53,263,3.3,6.2,30.7,0.46,0.78,3.6
2021-08-04 15:45:00+00,0.52,260,3.2,6.2,30.7,0.45,0.78,3.5
2021-08-04 16:15:00+00,0.55,263,3.5,6.2,30.7,0.49,0.8,3.7
2021-08-04 16:45:00+00,0.53,259,3.4,6.2,30.65,0.47,0.7,3.6
2021-08-04 17:15:00+00,0.52,267,3.5,6.2,30.65,0.46,0.88,3.7
2021-08-04 17:45:00+00,0.51,262,3.6,6.2,30.65,0.44,1.04,3.6
2021-08-04 18:15:00+00,0.51,263,3.5,5.9,30.65,0.45,0.8,3.7
2021-08-04 18:45:00+00,0.51,269,3.7,6.2,30.65,0.46,0.7,3.9
2021-08-04 19:15:00+00,0.51,269,3.7,6.2,30.65,0.45,0.75,3.8
2021-08-04 19:45:00+00,0.53,266,3.6,5.9,30.65,0.47,0.8,3.7
2021-08-04 20:15:00+00,0.49,266,3.6,5.9,30.65,0.42,0.66,3.6
2021-08-04 20:45:00+00,0.51,273,3.7,5.9,30.6,0.44,0.76,3.9
2021-08-04 21:15:00+00,0.51,267,3.7,5.9,30.65,0.44,0.77,3.8
2021-08-04 21:45:00+00,0.48,271,3.7,6.2,30.65,0.43,0.85,3.9
2021-08-04 22:15:00+00,0.46,274,3.6,5.9,30.85,0.4,0.78,3.8
2021-08-04 22:45:00+00,0.49,277,3.8,5.9,30.9,0.43,0.78,3.9
2021-08-04 23:15:00+00,0.45,273,3.7,5.9,30.95,0.41,0.64,3.9
2021-08-04 23:45:00+00,0.51,277,3.9,5.9,31,0.46,0.84,4
2021-08-05 00:15:00+00,0.48,281,3.9,6.2,31,0.43,0.78,4.1
2021-08-05 00:45:00+00,0.45,281,3.9,5.9,31.05,0.41,0.7,4.1
2021-08-05 01:15:00+00,0.47,285,3.3,5.9,30.9,0.41,0.78,3.5
2021-08-05 01:45:00+00,0.45,281,2.9,6.2,30.8,0.38,0.72,3.2
2021-08-05 02:15:00+00,0.44,280,3.1,6.2,30.8,0.4,0.74,3.4
2021-08-05 02:45:00+00,0.41,278,3,5.9,30.7,0.36,0.7,3.3
2021-08-05 03:15:00+00,0.4,287,3.1,5.9,30.65,0.36,0.81,3.3
2021-08-05 03:45:00+00,0.41,285,3.2,5.6,30.65,0.36,0.56,3.4
2021-08-05 04:15:00+00,0.41,280,3.1,5.9,30.6,0.35,0.67,3.3
2021-08-05 04:45:00+00,0.43,280,3,5.9,30.6,0.37,0.7,3.3
2021-08-05 05:15:00+00,0.42,283,3.1,5.6,30.65,0.36,0.53,3.3
2021-08-05 05:45:00+00,0.44,276,3.1,5.6,30.65,0.38,0.78,3.3
2021-08-05 06:15:00+00,0.45,278,3,5.9,30.65,0.38,0.59,3.2
2021-08-05 06:45:00+00,0.48,284,2.8,3.7,30.65,0.4,0.67,3
2021-08-05 07:15:00+00,0.52,278,2.8,5.6,30.65,0.44,0.76,3
2021-08-05 07:45:00+00,0.56,278,2.9,5.3,30.7,0.47,0.88,3.1
2021-08-05 08:15:00+00,0.61,274,2.9,5.6,30.75,0.52,0.82,3
2021-08-05 08:45:00+00,0.58,278,3,6.2,30.85,0.49,0.76,3.1
2021-08-05 09:15:00+00,0.6,273,3.1,5.6,30.9,0.51,1.06,3.2
2021-08-05 09:45:00+00,0.59,274,3.2,6.2,30.9,0.52,0.81,3.4
2021-08-05 10:15:00+00,0.61,277,3.2,5.9,30.9,0.53,0.86,3.4
2021-08-05 10:45:00+00,0.58,271,3.2,5.9,30.9,0.5,1.06,3.5
2021-08-05 11:15:00+00,0.61,273,3.4,5.9,30.9,0.54,0.85,3.6
2021-08-05 11:45:00+00,0.64,277,3.4,5.9,30.9,0.55,1,3.6
2021-08-05 12:15:00+00,0.59,274,3.5,5.9,30.85,0.53,0.89,3.8
2021-08-05 12:45:00+00,0.6,283,3.5,3.9,30.8,0.52,0.83,3.6
2021-08-05 13:15:00+00,0.61,288,3.5,4.3,30.8,0.54,0.87,3.7
2021-08-05 13:45:00+00,0.63,267,3.6,5.9,30.8,0.56,0.95,3.7
2021-08-05 14:15:00+00,0.63,270,3.6,5.9,30.8,0.55,1,3.8
2021-08-05 14:45:00+00,0.64,276,3.7,6.2,30.75,0.57,0.89,3.8
2021-08-05 15:15:00+00,0.62,284,3.7,4,30.8,0.55,0.93,3.9
2021-08-05 15:45:00+00,0.63,280,3.9,6.2,30.8,0.57,1.07,4.1
2021-08-05 16:15:00+00,0.61,277,3.9,6.2,30.8,0.56,0.9,4.1
2021-08-05 16:45:00+00,0.6,271,3.9,6.2,30.8,0.53,0.84,4
2021-08-05 17:15:00+00,0.6,271,3.9,6.2,30.75,0.54,0.87,4.1
2021-08-05 17:45:00+00,0.57,277,3.9,6.2,30.8,0.52,0.82,4.1
2021-08-05 18:15:00+00,0.56,274,3.9,6.2,30.8,0.5,0.85,4
2021-08-05 18:45:00+00,0.55,287,4,4.3,30.8,0.49,0.79,4
2021-08-05 19:15:00+00,0.53,277,3.9,6.2,30.7,0.48,0.84,4.1
2021-08-05 19:45:00+00,0.53,281,4,4.2,30.7,0.48,0.79,4.2
2021-08-05 20:15:00+00,0.54,274,4.1,5.9,30.7,0.5,1.15,4.2
2021-08-05 20:45:00+00,0.52,276,4,6.2,30.7,0.47,0.77,4.2
2021-08-05 21:15:00+00,0.5,270,4,5.9,30.75,0.45,0.77,4.2
2021-08-05 21:45:00+00,0.49,276,4.1,6.2,30.7,0.45,0.82,4.2
2021-08-05 22:15:00+00,0.47,274,4,6.2,30.7,0.42,1.05,4.1
2021-08-05 22:45:00+00,0.5,281,4,4.3,30.7,0.44,0.67,4.1
2021-08-05 23:15:00+00,0.46,277,3.9,4,30.65,0.41,0.69,4.1
2021-08-05 23:45:00+00,0.43,280,3.8,4.2,30.6,0.39,0.77,4
2021-08-06 00:15:00+00,0.45,280,3.9,6.2,30.5,0.42,0.7,4
2021-08-06 00:45:00+00,0.45,285,3.9,4.2,30.45,0.41,0.71,4.1
2021-08-06 01:15:00+00,0.41,290,3.7,4.2,30.35,0.38,0.63,3.9
2021-08-06 01:45:00+00,0.41,281,3.7,5.9,30.3,0.37,0.62,3.9
2021-08-06 02:15:00+00,0.38,285,3.6,5.9,30.2,0.35,0.63,3.8
2021-08-06 02:45:00+00,0.39,281,3.5,5.9,30.15,0.36,0.62,3.7
2021-08-06 03:15:00+00,0.41,277,3,5.3,30.05,0.36,0.64,3.4
2021-08-06 03:45:00+00,0.4,284,3,5.9,29.75,0.35,0.62,3.3
2021-08-06 04:15:00+00,0.43,281,2.8,5.6,29.6,0.37,0.55,3
2021-08-06 04:45:00+00,0.45,283,2.8,5.6,29.65,0.39,0.68,3
2021-08-06 05:15:00+00,0.42,284,2.8,5.6,29.65,0.35,0.6,3
2021-08-06 05:45:00+00,0.42,277,2.8,5.6,29.6,0.36,0.6,3.1
2021-08-06 06:15:00+00,0.42,283,2.8,5.6,29.6,0.36,0.66,3
2021-08-06 06:45:00+00,0.45,284,2.7,4,29.5,0.38,0.8,2.8
2021-08-06 07:15:00+00,0.46,233,2.7,2.6,29.5,0.39,0.7,2.8
2021-08-06 07:45:00+00,0.48,217,2.6,2.5,29.55,0.41,0.7,2.7
2021-08-06 08:15:00+00,0.49,218,2.6,2.6,29.65,0.42,0.83,2.8
2021-08-06 08:45:00+00,0.53,231,2.6,2.6,29.7,0.45,1.04,2.7
2021-08-06 09:15:00+00,0.5,229,2.6,2.8,29.7,0.43,1.04,2.8
2021-08-06 09:45:00+00,0.5,246,2.6,2.9,29.7,0.41,0.75,2.8
2021-08-06 10:15:00+00,0.51,226,2.7,2.6,29.85,0.42,0.65,2.8
2021-08-06 10:45:00+00,0.51,233,2.8,2.6,29.95,0.42,0.74,2.9
2021-08-06 11:15:00+00,0.48,224,2.8,2.9,30.2,0.41,0.81,2.9
2021-08-06 11:45:00+00,0.48,225,2.9,2.9,30.2,0.41,0.73,3.1
2021-08-06 12:15:00+00,0.47,290,3,5.9,30.3,0.41,0.66,3.2
2021-08-06 12:45:00+00,0.48,210,3,2.9,30.15,0.41,0.78,3.2
2021-08-06 13:15:00+00,0.46,280,3,5.9,30.25,0.4,0.77,3.1
2021-08-06 13:45:00+00,0.47,281,3,5.9,30.3,0.41,0.82,3.3
2021-08-06 14:15:00+00,0.45,228,3.1,3,30.25,0.38,0.68,3.2
2021-08-06 14:45:00+00,0.44,280,3.1,5.9,30.3,0.38,0.63,3.3
2021-08-06 15:15:00+00,0.45,284,3.3,5.9,30.25,0.39,0.71,3.3
2021-08-06 15:45:00+00,0.44,277,3.3,5.9,30.3,0.38,0.61,3.5
2021-08-06 16:15:00+00,0.4,287,3.3,4.2,30.2,0.35,0.54,3.5
2021-08-06 16:45:00+00,0.39,277,3.3,4.3,30.2,0.35,0.62,3.5
2021-08-06 17:15:00+00,0.38,278,3.3,6.2,30.2,0.33,0.57,3.5
2021-08-06 17:45:00+00,0.38,280,3.5,5.6,30.1,0.33,0.56,3.6
2021-08-06 18:15:00+00,0.38,280,3.6,5.9,30.1,0.35,0.54,3.9
2021-08-06 18:45:00+00,0.38,281,3.6,5.6,30,0.34,0.58,3.9
2021-08-06 19:15:00+00,0.41,283,3.7,5.9,30.05,0.36,0.57,3.8
2021-08-06 19:45:00+00,0.37,280,3.7,5.6,30,0.33,0.6,3.9
2021-08-06 20:15:00+00,0.38,277,3.8,4.5,29.95,0.34,0.61,3.8
2021-08-06 20:45:00+00,0.41,278,3.9,4.5,29.9,0.37,0.6,4
2021-08-06 21:15:00+00,0.42,276,3.9,4.3,29.9,0.38,0.64,4
2021-08-06 21:45:00+00,0.44,280,3.9,4.5,29.85,0.4,0.65,4.1
2021-08-06 22:15:00+00,0.42,283,3.8,4.3,29.85,0.38,0.68,3.9
2021-08-06 22:45:00+00,0.45,285,3.7,6.2,29.85,0.4,0.71,4
2021-08-06 23:15:00+00,0.46,291,3.5,4.8,29.8,0.4,0.71,3.8
2021-08-06 23:45:00+00,0.48,292,3.3,6.2,29.8,0.42,0.79,3.6
2021-08-07 00:15:00+00,0.48,288,3.2,4.3,29.8,0.42,0.77,3.4
2021-08-07 00:45:00+00,0.5,297,3.2,4.8,29.75,0.45,0.77,3.4
2021-08-07 01:15:00+00,0.5,298,3.1,5,29.8,0.44,0.88,3.4
2021-08-07 01:45:00+00,0.49,292,3.1,4.3,29.75,0.42,0.78,3.3
2021-08-07 02:15:00+00,0.53,297,3,5.9,29.75,0.46,0.85,3.3
2021-08-07 02:45:00+00,0.52,300,3,4.8,30,0.45,0.9,3.1
2021-08-07 03:15:00+00,0.51,294,3,5.6,30.15,0.44,0.76,3.2
2021-08-07 03:45:00+00,0.55,297,2.9,5.6,30.3,0.46,0.83,3.1
2021-08-07 04:15:00+00,0.59,298,2.9,4.5,30.35,0.49,0.88,3
2021-08-07 04:45:00+00,0.58,228,2.9,3.1,30.4,0.5,0.84,3
2021-08-07 05:15:00+00,0.62,226,3,3,30.4,0.52,0.89,3.1
2021-08-07 05:45:00+00,0.64,260,3,3.6,30.45,0.56,0.99,3.1
2021-08-07 06:15:00+00,0.68,232,3.1,3.5,30.45,0.6,1.08,3.3
2021-08-07 06:45:00+00,0.75,238,3.1,3.7,30.45,0.65,0.96,3.2
2021-08-07 07:15:00+00,0.81,243,3.2,3.9,30.45,0.69,1.29,3.2
2021-08-07 07:45:00+00,0.82,235,3.2,3.9,30.45,0.74,1.25,3.4
2021-08-07 08:15:00+00,0.92,233,3.3,4.2,30.6,0.82,1.58,3.5
2021-08-07 08:45:00+00,0.91,236,3.4,4.2,30.65,0.79,1.27,3.4
2021-08-07 09:15:00+00,0.9,252,3.3,4.3,30.65,0.8,1.54,3.5
2021-08-07 09:45:00+00,0.94,240,3.4,4.2,30.65,0.83,1.53,3.5
2021-08-07 10:15:00+00,0.88,236,3.3,4.2,30.6,0.77,1.39,3.4
2021-08-07 10:45:00+00,0.89,242,3.4,4.2,30.6,0.79,1.29,3.6
2021-08-07 11:15:00+00,0.9,239,3.5,4.2,30.65,0.78,1.27,3.7
2021-08-07 11:45:00+00,0.94,249,3.5,4.3,30.6,0.85,1.45,3.6
2021-08-07 12:15:00+00,0.89,246,3.5,4.2,30.65,0.82,1.41,3.7
2021-08-07 12:45:00+00,0.89,242,3.5,4.3,30.65,0.8,1.52,3.7
2021-08-07 13:15:00+00,0.93,256,3.5,4.5,30.65,0.84,1.57,3.6
2021-08-07 13:45:00+00,0.95,264,3.6,4.8,30.55,0.86,1.42,3.9
2021-08-07 14:15:00+00,0.9,240,3.6,4.3,30.55,0.81,1.39,3.8
2021-08-07 14:45:00+00,0.89,263,3.6,5,30.55,0.78,1.38,3.8
2021-08-07 15:15:00+00,0.88,242,3.7,4.5,30.5,0.79,1.38,3.8
2021-08-07 15:45:00+00,0.86,259,3.6,4.5,30.5,0.78,1.35,3.8
2021-08-07 16:15:00+00,0.91,257,3.7,4.8,30.5,0.83,1.57,4
2021-08-07 16:45:00+00,0.87,256,3.6,4.8,30.45,0.76,1.17,3.7
2021-08-07 17:15:00+00,0.88,263,3.7,5,30.4,0.77,1.62,3.7
2021-08-07 17:45:00+00,0.82,264,3.6,5.6,30.4,0.76,1.2,3.8
2021-08-07 18:15:00+00,0.88,260,3.7,5,30.35,0.8,1.22,3.9
2021-08-07 18:45:00+00,0.91,276,3.8,5.9,30.35,0.82,1.36,4.1
2021-08-07 19:15:00+00,0.87,266,3.7,5.6,30.35,0.79,1.41,3.8
2021-08-07 19:45:00+00,0.86,262,3.8,5,30.35,0.8,1.48,4
2021-08-07 20:15:00+00,0.9,257,3.9,5,30.4,0.82,1.39,4.1
2021-08-07 20:45:00+00,0.9,271,4,5.6,30.4,0.82,1.51,4.2
2021-08-07 21:15:00+00,0.91,267,4.1,5.3,30.4,0.83,1.65,4.3
2021-08-07 21:45:00+00,0.87,263,3.9,5.3,30.4,0.77,1.33,4
2021-08-07 22:15:00+00,0.88,274,4,5.6,30.45,0.79,1.39,4.1
2021-08-07 22:45:00+00,0.95,273,4.1,5.3,30.4,0.84,1.87,4.2
2021-08-07 23:15:00+00,0.94,280,4.2,5.9,30.4,0.84,1.76,4.2
2021-08-07 23:45:00+00,0.95,274,4.2,5.9,30.35,0.88,1.37,4.3
2021-08-08 00:15:00+00,0.96,274,4.2,5.6,30.25,0.89,1.41,4.4
2021-08-08 00:45:00+00,0.96,266,4.2,5.6,30.45,0.89,1.58,4.3
2021-08-08 01:15:00+00,0.99,269,4.2,5.9,30.45,0.88,1.41,4.3
2021-08-08 01:45:00+00,1.05,270,4.1,5.9,30.45,0.96,1.65,4.3
2021-08-08 02:15:00+00,1.05,276,4.2,5.9,30.4,0.95,1.57,4.4
2021-08-08 02:45:00+00,1.1,267,4.4,5.6,30.4,1.02,1.73,4.5
2021-08-08 03:15:00+00,1.16,283,4.3,6.7,30.35,1.05,1.93,4.6
2021-08-08 03:45:00+00,1.13,270,4.3,6.2,30.3,1.03,1.7,4.5
2021-08-08 04:15:00+00,1.24,274,4.3,6.7,30.3,1.16,1.73,4.7
2021-08-08 04:45:00+00,1.18,284,4.3,6.2,30.35,1.07,2.08,4.4
2021-08-08 05:15:00+00,1.31,273,4.5,6.2,30.35,1.21,2.05,4.7
2021-08-08 05:45:00+00,1.19,280,4.4,6.2,30.4,1.08,1.68,4.7
2021-08-08 06:15:00+00,1.2,276,4.4,6.7,30.45,1.13,2.22,4.7
2021-08-08 06:45:00+00,1.24,274,4.5,6.2,30.5,1.12,1.9,4.7
2021-08-08 07:15:00+00,1.2,274,4.3,6.7,30.55,1.11,1.61,4.6
2021-08-08 07:45:00+00,1.2,278,4.4,6.7,30.6,1.1,1.86,4.5
2021-08-08 08:15:00+00,1.24,277,4.6,6.7,30.7,1.12,2.07,4.8
2021-08-08 08:45:00+00,1.2,283,4.3,6.2,30.7,1.08,2.49,4.5
2021-08-08 09:15:00+00,1.23,281,4.4,6.7,30.7,1.12,2.15,4.7
2021-08-08 09:45:00+00,1.22,285,4.3,7.7,30.65,1.11,1.78,4.6
2021-08-08 10:15:00+00,1.26,281,4.4,7.7,30.75,1.17,1.98,4.7
2021-08-08 10:45:00+00,1.18,280,4.3,7.7,30.8,1.05,1.85,4.4
2021-08-08 11:15:00+00,1.18,278,4.3,6.7,30.8,1.05,1.6,4.4
2021-08-08 11:45:00+00,1.16,281,4.3,7.1,30.8,1.06,1.71,4.5
2021-08-08 12:15:00+00,1.16,285,4.3,7.1,30.9,1.02,1.6,4.5
2021-08-08 12:45:00+00,1.14,281,4.3,7.1,30.9,1.04,1.76,4.6
2021-08-08 13:15:00+00,1.22,285,4.6,7.7,30.85,1.09,1.91,4.7
2021-08-08 13:45:00+00,1.19,288,4.6,7.1,30.85,1.08,2.23,4.9
2021-08-08 14:15:00+00,1.16,285,4.5,7.1,30.85,1.06,2.09,4.9
2021-08-08 14:45:00+00,1.07,287,4.5,7.1,30.9,0.97,1.7,4.7
2021-08-08 15:15:00+00,1.1,290,4.7,7.7,30.85,1.03,1.61,4.8
2021-08-08 15:45:00+00,1.14,285,4.8,7.7,30.9,1.05,1.74,5.1
2021-08-08 16:15:00+00,1.11,291,4.7,7.7,30.9,1.03,1.8,5
2021-08-08 16:45:00+00,1.03,288,4.7,7.7,30.85,0.97,1.41,4.9
2021-08-08 17:15:00+00,1.11,292,4.8,7.7,30.8,0.99,1.79,4.8
2021-08-08 17:45:00+00,1.08,288,4.8,7.1,30.8,0.98,1.47,5
2021-08-08 18:15:00+00,1.14,290,5.1,8.3,30.85,1.02,1.78,5.1
2021-08-08 18:45:00+00,1.23,288,5.4,8.3,30.85,1.14,1.83,5.8
2021-08-08 19:15:00+00,1.27,290,5.5,9.1,30.9,1.17,1.75,5.7
2021-08-08 19:45:00+00,1.34,292,5.8,8.3,30.9,1.28,2.07,6
2021-08-08 20:15:00+00,1.28,290,5.8,8.3,30.9,1.24,1.82,6.1
2021-08-08 20:45:00+00,1.22,294,5.6,8.3,30.9,1.12,2.17,5.7
2021-08-08 21:15:00+00,1.23,287,5.6,8.3,30.9,1.15,1.98,5.7
2021-08-08 21:45:00+00,1.16,288,5.6,8.3,30.9,1.11,1.76,5.9
2021-08-08 22:15:00+00,1.21,287,5.7,8.3,30.9,1.15,1.8,6
2021-08-08 22:45:00+00,1.12,290,5.3,7.7,30.85,1.05,1.71,5.6
2021-08-08 23:15:00+00,1.04,281,5.3,8.3,30.75,0.95,1.73,5.3
2021-08-08 23:45:00+00,1.14,288,5.5,8.3,30.65,1.07,1.73,6
2021-08-09 00:15:00+00,1.09,291,5.3,7.7,30.65,1.01,1.77,5.6
2021-08-09 00:45:00+00,1,288,5,7.7,30.65,0.96,1.62,5.3
2021-08-09 01:15:00+00,1.04,287,5.3,7.7,30.65,1.01,1.71,5.5
2021-08-09 01:45:00+00,1.03,290,5.1,7.7,30.65,0.96,1.78,5.5
2021-08-09 02:15:00+00,0.99,297,5,7.7,30.65,0.95,1.5,5.4
2021-08-09 02:45:00+00,1.04,297,5.1,7.7,30.65,0.96,1.55,5.4
2021-08-09 03:15:00+00,1.06,291,5.1,7.1,30.6,0.98,1.86,5.2
2021-08-09 03:45:00+00,0.96,291,4.6,7.1,30.6,0.87,1.3,4.9
2021-08-09 04:15:00+00,1,280,4.9,7.7,30.55,0.91,1.53,5
2021-08-09 04:45:00+00,0.94,291,4.7,7.1,30.6,0.87,1.4,4.9
2021-08-09 05:15:00+00,0.89,280,4.5,7.7,30.55,0.82,1.37,4.8
2021-08-09 05:45:00+00,0.94,283,4.7,7.7,30.55,0.87,1.61,5.1
2021-08-09 06:15:00+00,0.87,281,4.5,7.7,30.5,0.82,1.52,5.1
2021-08-09 06:45:00+00,0.96,283,4.7,7.1,30.4,0.89,1.44,4.9
2021-08-09 07:15:00+00,0.9,284,4.7,7.1,30.3,0.84,1.54,5
2021-08-09 07:45:00+00,0.91,287,4.7,6.7,30.25,0.84,1.31,4.8
2021-08-09 08:15:00+00,0.98,283,4.7,7.1,30.2,0.9,1.32,4.9
2021-08-09 08:45:00+00,0.9,278,4.5,7.1,30.25,0.83,1.48,4.7
2021-08-09 09:15:00+00,0.92,288,4.8,6.7,30.3,0.84,1.6,5
2021-08-09 09:45:00+00,0.93,288,4.7,6.7,30.25,0.87,1.68,4.9
2021-08-09 10:15:00+00,0.98,277,4.8,7.1,30.25,0.92,1.62,5.3
2021-08-09 10:45:00+00,0.89,290,4.7,6.7,30.3,0.83,1.38,5.1
2021-08-09 11:15:00+00,0.95,277,4.7,7.7,30.3,0.86,1.42,4.9
2021-08-09 11:45:00+00,1.01,276,4.8,7.7,30.4,0.91,1.55,5
2021-08-09 12:15:00+00,1.08,292,4.7,6.7,30.4,0.96,1.69,4.7
2021-08-09 12:45:00+00,1.05,288,4.8,6.7,30.4,0.97,1.39,5
2021-08-09 13:15:00+00,1.01,280,4.7,7.1,30.35,0.94,1.63,5
2021-08-09 13:45:00+00,1.05,283,4.5,7.1,30.35,0.97,2.3,4.8
2021-08-09 14:15:00+00,1.02,284,4.4,6.7,30.35,0.96,1.99,4.7
2021-08-09 14:45:00+00,0.99,285,4.4,6.7,30.35,0.91,1.65,4.7
2021-08-09 15:15:00+00,0.95,292,4.2,6.2,30.3,0.87,1.63,4.5
2021-08-09 15:45:00+00,0.95,283,4.2,7.1,30.25,0.83,1.49,4.4
2021-08-09 16:15:00+00,0.94,281,4.1,7.1,30.3,0.87,1.57,4.2
2021-08-09 16:45:00+00,0.92,284,4.2,7.1,30.35,0.83,1.62,4.4
2021-08-09 17:15:00+00,0.89,285,4.1,7.1,30.3,0.8,1.25,4.2
2021-08-09 17:45:00+00,0.85,280,4.1,7.1,30.3,0.77,1.32,4.4
2021-08-09 18:15:00+00,0.87,281,4,6.7,30.35,0.78,1.27,4.3
2021-08-09 18:45:00+00,0.85,281,4,7.1,30.3,0.77,1.69,4.2
2021-08-09 19:15:00+00,0.85,281,4.1,7.1,30.3,0.77,1.34,4.3
2021-08-09 19:45:00+00,0.83,281,4.1,7.1,30.3,0.75,1.27,4.4
2021-08-09 20:15:00+00,0.77,288,4,6.2,30.3,0.68,1.24,4.2
2021-08-09 20:45:00+00,0.81,284,4.3,6.7,30.35,0.74,1.26,4.3
2021-08-09 21:15:00+00,0.81,283,4.3,7.1,30.3,0.73,1.36,4.5
2021-08-09 21:45:00+00,0.75,284,4.3,6.7,30.3,0.71,1.24,4.4
2021-08-09 22:15:00+00,0.77,287,4.4,6.7,30.3,0.7,1.33,4.6
2021-08-09 22:45:00+00,0.74,281,4.3,7.1,30.3,0.68,1.2,4.4
2021-08-09 23:15:00+00,0.76,284,4.3,6.7,30.3,0.7,1.27,4.7
2021-08-09 23:45:00+00,0.77,280,4.4,7.1,30.3,0.68,1.15,4.5
2021-08-10 00:15:00+00,0.75,281,4.5,7.1,30.3,0.71,1.06,4.7
2021-08-10 00:45:00+00,0.82,284,4.6,6.2,30.3,0.74,1.27,4.8
2021-08-10 01:15:00+00,0.75,280,4.5,7.1,30.3,0.68,1.2,4.8
2021-08-10 01:45:00+00,0.76,281,4.5,7.1,30.3,0.68,1.21,4.8
2021-08-10 02:15:00+00,0.78,281,4.7,6.7,30.3,0.7,1.06,4.8
2021-08-10 02:45:00+00,0.81,280,4.6,7.1,30.3,0.72,1.23,4.9
2021-08-10 03:15:00+00,0.77,283,4.5,7.1,30.3,0.7,1.17,4.7
2021-08-10 03:45:00+00,0.8,281,4.4,7.1,30.3,0.74,1.14,4.6
2021-08-10 04:15:00+00,0.82,281,4.5,6.7,30.3,0.73,1.14,4.8
2021-08-10 04:45:00+00,0.74,280,4.5,7.1,30.25,0.67,1.03,4.8
2021-08-10 05:15:00+00,0.7,280,4.2,6.7,30.25,0.62,1.17,4.4
2021-08-10 05:45:00+00,0.74,283,4.2,7.1,30.25,0.69,1.05,4.5
2021-08-10 06:15:00+00,0.75,283,4,7.1,30.2,0.67,1.06,4.2
2021-08-10 06:45:00+00,0.73,283,4,5.6,30.25,0.67,1.38,4.3
2021-08-10 07:15:00+00,0.75,285,3.9,7.1,30.3,0.69,1.34,4.3
2021-08-10 07:45:00+00,0.79,278,4,7.1,30.35,0.73,1.13,4.5
2021-08-10 08:15:00+00,0.74,274,3.9,6.2,30.4,0.68,1.12,4.2
2021-08-10 08:45:00+00,0.69,278,3.9,6.7,30.45,0.61,1.09,4.1
2021-08-10 09:15:00+00,0.67,280,3.9,6.7,30.45,0.61,1.07,4.1
2021-08-10 09:45:00+00,0.7,283,4,6.7,30.55,0.63,1.04,4.2
2021-08-10 10:15:00+00,0.71,280,4,6.7,30.6,0.64,1.19,4.2
2021-08-10 10:45:00+00,0.69,283,3.9,7.1,30.65,0.62,1.05,4
2021-08-10 11:15:00+00,0.69,280,3.9,7.1,30.65,0.62,1.08,4.1
2021-08-10 11:45:00+00,0.72,283,3.9,7.7,30.65,0.64,0.95,4.2
2021-08-10 12:15:00+00,0.69,284,3.9,7.1,30.65,0.62,0.91,4.1
2021-08-10 12:45:00+00,0.67,288,3.9,7.1,30.6,0.59,1.07,4
2021-08-10 13:15:00+00,0.7,280,3.8,6.7,30.6,0.62,1.11,4.1
2021-08-10 13:45:00+00,0.73,285,3.9,7.7,30.6,0.67,1.07,4.3
2021-08-10 14:15:00+00,0.66,284,3.7,7.7,30.6,0.59,1,4
2021-08-10 14:45:00+00,0.67,285,3.7,7.1,30.6,0.59,1.14,3.9
2021-08-10 15:15:00+00,0.68,283,3.7,6.7,30.6,0.6,1.11,4
2021-08-10 15:45:00+00,0.69,288,3.6,7.1,30.55,0.59,0.96,3.9
2021-08-10 16:15:00+00,0.68,288,3.5,7.1,30.55,0.6,1,3.8
2021-08-10 16:45:00+00,0.71,287,3.6,7.1,30.55,0.63,0.99,3.9
2021-08-10 17:15:00+00,0.68,284,3.6,7.1,30.5,0.61,0.96,3.9
2021-08-10 17:45:00+00,0.69,290,3.6,7.1,30.5,0.62,1.02,3.9
2021-08-10 18:15:00+00,0.67,283,3.7,6.7,30.5,0.59,1.02,3.8
2021-08-10 18:45:00+00,0.65,281,3.7,6.2,30.55,0.59,0.98,3.9
2021-08-10 19:15:00+00,0.65,287,3.8,6.7,30.55,0.57,1.01,4
2021-08-10 19:45:00+00,0.66,285,3.8,6.7,30.5,0.58,0.99,4
2021-08-10 20:15:00+00,0.63,284,3.9,7.1,30.5,0.57,0.9,4.1
2021-08-10 20:45:00+00,0.66,284,4,6.7,30.5,0.6,1.04,4.1
2021-08-10 21:15:00+00,0.67,283,4.1,6.7,30.5,0.6,0.95,4.2
2021-08-10 21:45:00+00,0.62,284,4,7.1,30.45,0.54,0.85,4.1
2021-08-10 22:15:00+00,0.59,285,3.9,6.7,30.45,0.53,0.9,4.1
2021-08-10 22:45:00+00,0.63,285,4.2,7.1,30.45,0.58,0.93,4.5
2021-08-10 23:15:00+00,0.62,287,4.2,6.7,30.45,0.55,0.86,4.4
2021-08-10 23:45:00+00,0.65,290,4.4,6.7,30.4,0.61,0.96,4.6
2021-08-11 00:15:00+00,0.68,285,4.4,6.7,30.4,0.62,0.93,4.7
2021-08-11 00:45:00+00,0.63,284,4.3,7.1,30.4,0.56,0.97,4.6
2021-08-11 01:15:00+00,0.69,285,4.7,6.7,30.4,0.64,1.28,4.9
